Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2023 Lincoln Aviator Reserve AWD,"$76,150",5 mi.,Infinite Black Metallic,Roast,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC8PGL08426,2023-04-30 12:00:55.013950,Cars.com
2023 Mercedes-Benz GLC 300 ,"$60,615",3 mi.,–,Gray,All-wheel Drive,Gasoline,Automatic,2.0L,W1NKM4HB8PU022219,2023-04-30 12:00:58.577587,Cars.com
2019 RAM 3500 Limited Crew Cab 4x4 8' Box,"$61,999","89,059 mi.",Maximum Steel Metallic Clearcoat,Indigo/Frost,Four-wheel Drive,Diesel,Automatic,"Cummins High Output 6.7L I-6 diesel direct injection, VVT interc",3C63RRRL7KG584732,2023-04-30 12:01:01.573412,Cars.com
2019 Lexus RX 350 ,"$42,636","19,262 mi.",Matador Red Mica,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2BZMCA9KC179640,2023-04-30 12:01:04.774493,Cars.com
2023 Ford Mustang Mach 1,"$63,230",2 mi.,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8R09P5501804,2023-04-30 12:01:08.160471,Cars.com
2021 Aston Martin Vantage Automatic,"$151,995","1,859 mi.",Xenon Gray,Lords Red,Rear-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,SCFSMGAW5MGN05751,2023-04-30 12:01:10.483233,Cars.com
2023 Cadillac Escalade ESV Luxury,"$90,000",5 mi.,Crystal White Tricoat,Jet Black,Four-wheel Drive,Gasoline,Automatic,Gas V8 6.2L/375,1GYS4JKL2PR356587,2023-04-30 12:01:13.559493,Cars.com
2018 Ford F-150 Raptor,"$53,950","60,170 mi.",Shadow Black,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1RG3JFD52468,2023-04-30 12:01:16.893429,Cars.com
2023 Chevrolet Trailblazer RS,"$29,715",1 mi.,Mosaic Black Metallic,Jet Black,All-wheel Drive,Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,KL79MUSL0PB142029,2023-04-30 12:01:20.349491,Cars.com
2023 Ford Mustang Mach-E Premium,"$60,535",497 mi.,Space White Metallic,Black Onyx,All-wheel Drive,Electric,SINGLE SPEED,Electric,3FMTK3SU1PMA12251,2023-04-30 12:01:23.983571,Cars.com
2013 Dodge Dart SXT,"$9,995","108,150 mi.",Redline 2 Coat Pearl,Diesel Gray,Front-wheel Drive,Gasoline,6-Speed Manual,1.4L I4 16V MPFI SOHC Turbo,1C3CDFBH0DD648626,2023-04-30 12:01:26.592637,Cars.com
2023 GMC Sierra 2500 Denali,"$104,288",6 mi.,Onyx Black,Jet Black,Four-wheel Drive,Diesel,Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GT49REY2PF204719,2023-04-30 12:01:28.816295,Cars.com
2018 Cadillac XT5 Luxury,"$29,302","51,814 mi.",Stellar Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS5JZ244921,2023-04-30 12:01:32.346975,Cars.com
2023 Honda Civic LX,"$25,000",–,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 DOHC 16V,2HGFE2F20PH539483,2023-04-30 12:01:35.291587,Cars.com
2023 Toyota Tundra Hybrid Platinum,"$71,192",–,Red,Black,4WD,Hybrid,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,5TFNC5DB6PX08C084,2023-04-30 12:01:38.807635,Cars.com
2023 Ford Expedition Limited,"$75,639","2,964 mi.",Black Metallic,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJU2AG9PEA13113,2023-04-30 12:01:42.008128,Cars.com
2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,"$48,477","27,224 mi.",Lunar Blue Metallic,Silk Beige / Espresso Brown,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDC0G6EB9KF492174,2023-04-30 12:01:44.985393,Cars.com
2019 Lexus GX 460 Base,"$33,366","106,536 mi.",Starfire Pearl,Ecru,Four-wheel Drive,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX7K5227148,2023-04-30 12:01:47.368227,Cars.com
2020 Lincoln Corsair Standard,"$31,345","57,210 mi.",Black,Ebony,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5LMCJ1D97LUL15294,2023-04-30 12:01:51.193014,Cars.com
2020 Jeep Renegade Latitude,"$27,055","38,535 mi.",Granite Crystal Clearcoat Metallic,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,ZACNJABB6LPL04985,2023-04-30 12:01:54.097213,Cars.com
2022 Ford F-150 XLT,"$85,020",12 mi.,Black Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTFW1E59NFA30671,2023-04-30 12:02:00.158374,Cars.com
2023 Hyundai Kona SEL,"$27,880",6 mi.,Gray,Black,All-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,KM8K6CAB9PU987821,2023-04-30 12:02:02.532333,Cars.com
2022 RAM 2500 Tradesman,"$61,417",12 mi.,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C6UR5CL6NG391966,2023-04-30 12:02:05.053293,Cars.com
2013 Dodge Dart SXT,"$9,250","104,265 mi.",Pitch Black Clearcoat,Black / Light Diesel Gray,Front-wheel Drive,E85 Flex Fuel,6-Speed Automatic,2.0L I4 16V MPFI DOHC Flexible Fuel,1C3CDFBA0DD139722,2023-04-30 12:02:07.455590,Cars.com
2023 Honda Civic Sport Touring,"$32,500",–,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H82PE008121,2023-04-30 12:02:11.419967,Cars.com
2015 Porsche 911 Turbo S,"$167,495","3,197 mi.",Red,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.8L H6 24V Turbo GDI DOHC,WP0AD2A98FS166183,2023-04-30 12:02:14.317644,Cars.com
2021 Ford Mustang Mach-E GT,"$46,989","25,336 mi.",Iconic Silver Metallic,Black Onyx w/Copper Acc,All-wheel Drive,Electric,Automatic,Electric Motor,3FMTK4SE5MMD99705,2023-04-30 12:02:17.617930,Cars.com
2022 Audi Q7 55 Premium Plus,"$65,019","11,205 mi.",Mythos Black Metallic,Black,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,WA1LXBF79ND018659,2023-04-30 12:02:20.041910,Cars.com
2023 Volvo XC60 B5 Plus Bright Theme,"$56,335",2 mi.,Platinum Grey Metallic,Charcoal,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12RN6P1336273,2023-04-30 12:02:22.550725,Cars.com
2023 Volvo XC60 B6 Ultimate Bright Theme,"$65,496",0 mi.,Onyx Black,Charcoal,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4062RA5P1341630,2023-04-30 12:02:25.662724,Cars.com
2024 BMW X5 xDrive40i,"$74,695",11 mi.,Manhattan Green Metallic,–,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EU01R9R43271,2023-04-30 12:02:29.808428,Cars.com
2018 Tesla Model S 75D,"$46,990","37,763 mi.",Black,White,All-wheel Drive,Electric,1-Speed Automatic,Electric,5YJSA1E29JF269753,2023-04-30 12:02:32.778023,Cars.com
2023 Honda Passport TrailSport,"$42,950","3,805 mi.",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H67PB000176,2023-04-30 12:02:36.373155,Cars.com
2023 Chevrolet Trailblazer LT,"$25,595",1 mi.,Sterling Gray Metallic,Jet Black,Front-wheel Drive,Gasoline,–,1.2L I3 12V GDI DOHC Turbo,KL79MPS23PB143362,2023-04-30 12:02:38.883673,Cars.com
2021 Kia Telluride EX,"$36,500","80,510 mi.",Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP3DHC1MG114276,2023-04-30 12:02:41.702896,Cars.com
2023 Honda Civic EX,"$27,545",–,Rallye Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F77PH314712,2023-04-30 12:02:44.105908,Cars.com
2019 Audi Q8 3.0T Prestige,"$45,575","56,698 mi.",Glacier White Metallic,Black,All-wheel Drive,Hybrid,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,WA1CVAF17KD007117,2023-04-30 12:02:47.638888,Cars.com
2023 Kia Telluride S,"$41,380",5 mi.,Gravity Gray,Black,AWD,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP6DGC5PG395060,2023-04-30 12:02:51.659815,Cars.com
2016 Hyundai Sonata Hybrid Limited,"$15,945","113,359 mi.",Pewter Gray Metallic,Gray,Front-wheel Drive,Hybrid,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,KMHE34L18GA033711,2023-04-30 12:02:54.781263,Cars.com
2021 BMW X5 xDrive40i,"$52,693","28,959 mi.",Phytonic Blue Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C07M9F45293,2023-04-30 12:02:57.081389,Cars.com
2021 Volkswagen Atlas 3.6 V6 SEL Premium,"$42,790","22,831 mi.",Racing Green,Titan Black / Quarzit,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2TR2CAXMC534418,2023-04-30 12:03:07.844108,Cars.com
2023 Ford F-150 XLT,"$52,405",–,Black Metallic,Medium Dark Slate,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP4PKD90566,2023-04-30 12:03:10.819274,Cars.com
2018 Mercedes-Benz C-Class C 300,"$24,235","70,521 mi.",Black,Black,Rear-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF4JBXJU270872,2023-04-30 12:03:12.955846,Cars.com
2023 Toyota RAV4 Limited,"$39,898",–,Wind Chill Pearl,Black,Front-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,JTMY1RFVXPD106160,2023-04-30 12:03:16.458511,Cars.com
2021 Kia Sorento SX Prestige,"$36,099","12,341 mi.",Sapphire Blue,Black,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRK4LF6MG066559,2023-04-30 12:03:19.483299,Cars.com
2019 Volkswagen Atlas 3.6L SEL Premium,"$34,519","29,371 mi.",Platinum Gray Metallic,Golden Oak/Black,All-wheel Drive,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",1V2NR2CA9KC502761,2023-04-30 12:03:23.436888,Cars.com
2019 Audi Q8 Prestige,"$46,014","86,402 mi.",Glacier White Metallic,Okapi Brown,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1CVAF19KD037350,2023-04-30 12:03:27.038591,Cars.com
2019 Porsche 718 Boxster S,"$69,599","15,855 mi.",Black,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.5L H4 16V GDI DOHC Turbo,WP0CB2A84KS228551,2023-04-30 12:03:30.054879,Cars.com
2021 Jeep Grand Cherokee Limited,"$39,545","32,618 mi.",Bright White Clearcoat,Black,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG5MC828910,2023-04-30 12:03:33.684997,Cars.com
2024 BMW X7 xDrive40i,"$94,445",3 mi.,Manhattan Green Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM08R9S34403,2023-04-30 12:03:36.088290,Cars.com
2024 BMW X6 xDrive40i,"$87,190",7 mi.,Black Sapphire Metallic,Black,AWD,Gasoline,8-Speed Automatic,3.0L DOHC 24V,5UX33EX02R9S43405,2023-04-30 12:03:39.558436,Cars.com
2023 Hyundai Palisade Calligraphy,"$56,950",613 mi.,Abyss Black Pearl,Navy,All-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,KM8R7DGE3PU572562,2023-04-30 12:03:43.590469,Cars.com
2004 Ford F-150 XLT SuperCrew,"$7,995","193,750 mi.",Gold,Tan,Rear-wheel Drive,Gasoline,4-Speed Automatic,4.6L V8 16V MPFI SOHC,1FTRW12W94KC98457,2023-04-30 12:03:45.495419,Cars.com
2018 Lexus RC 350 Base,"$38,000","53,666 mi.",Ultra White,Rioja Red,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHSZ5BC9J5008538,2023-04-30 12:03:49.468007,Cars.com
2023 Buick Envision Preferred,"$28,897",9 mi.,Ebony Twilight Metallic,Ebony,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,LRBAZLR49PD025319,2023-04-30 12:03:53.349413,Cars.com
2021 Hyundai Sonata Hybrid Blue,"$27,499","38,641 mi.",Shimmering Silver,Dark Gray,Front-wheel Drive,Hybrid,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,KMHL24JJXMA021519,2023-04-30 12:03:57.004538,Cars.com
2023 Genesis G70 3.3T,"$57,460",5 mi.,Tasman Blue,Obsidian Black,AWD,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KMTG54TEXPU124151,2023-04-30 12:04:00.990377,Cars.com
2023 Genesis G70 3.3T,"$48,415",10 mi.,Alta White,Obsidian Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KMTG54TE8PU119613,2023-04-30 12:04:03.324851,Cars.com
2013 Toyota Highlander SE,"$21,695","104,620 mi.",White,Tan,FWD,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,5TDZK3EH2DS099005,2023-04-30 12:04:06.945358,Cars.com
2015 Lexus RX 350 Base,"$19,995","111,548 mi.",Ultra White,Parchment,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2ZK1BA7FC159766,2023-04-30 12:04:09.483762,Cars.com
2014 GMC Acadia SLE-2,"$10,995","119,307 mi.",Blue,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKRPKD1EJ208627,2023-04-30 12:04:18.885772,Cars.com
2023 GMC Yukon XL SLT,"$81,180",3 mi.,Onyx Black,Jet Black,Four-wheel Drive,Gasoline,Automatic,Gas V8 5.3L/,1GKS2GKDXPR344909,2023-04-30 12:04:21.092923,Cars.com
2020 Land Rover Discovery HSE LUXURY,"$59,680","17,635 mi.",Namib Orange,Ebony / Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALRT2RV5L2424509,2023-04-30 12:04:23.395940,Cars.com
2020 Porsche Macan Base,"$46,925","42,980 mi.",White,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WP1AA2A53LLB04409,2023-04-30 12:04:26.413726,Cars.com
2021 BMW 540 i xDrive,"$49,950","32,659 mi.",Alpine White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA73BJ06MWW98503,2023-04-30 12:04:29.446444,Cars.com
2023 Mercedes-Benz EQS 450 Base 4MATIC,"$112,995",8 mi.,Obsidian Black Metallic,–,All-wheel Drive,Electric,1-Speed Automatic,Electric,4JGDM2EB3PA014440,2023-04-30 12:04:31.785789,Cars.com
2015 Hyundai Sonata Hybrid Limited,"$15,950","98,591 mi.",Diamond White Pearl,Camel,Front-wheel Drive,Hybrid,6-Speed Automatic,2.4L I4 16V MPFI DOHC Hybrid,KMHEC4A46FA119742,2023-04-30 12:04:34.539351,Cars.com
2020 Lincoln Corsair Reserve,"$38,847","25,468 mi.",Flight Blue,Ebony,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5LMCJ2D9XLUL23086,2023-04-30 12:04:37.431768,Cars.com
2024 MINI Clubman Cooper S,"$46,520",7 mi.,Sage Green Metallic,Green,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 DOHC Turbo,WMWXJ1C06R2U38694,2023-04-30 12:04:39.717107,Cars.com
2023 Ford F-150 XL,"$50,345",3 mi.,Atlas Blue Metallic,–,Four-wheel Drive,Gasoline,44G,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP9PKD44201,2023-04-30 12:04:43.879529,Cars.com
2023 Ford Bronco Sport Big Bend,"$34,355",964 mi.,Carbonized Gray Metallic,Medium Dark Slate,Four-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,3FMCR9B61PRD23567,2023-04-30 12:04:47.031991,Cars.com
2023 Honda Civic Touring,"$31,600",–,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F90PH313807,2023-04-30 12:04:50.907846,Cars.com
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology,"$35,997","17,575 mi.",Aurora Red Metallic,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2HR2CA6MC500191,2023-04-30 12:04:54.949801,Cars.com
2021 Audi Q8 55 Prestige,"$77,535","15,772 mi.",Daytona Gray Pearl Effect,Okapi Brown,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1FVBF19MD011143,2023-04-30 12:04:57.517997,Cars.com
2021 Honda Ridgeline Sport,"$33,998","23,365 mi.",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F14MB012973,2023-04-30 12:04:59.794806,Cars.com
2020 Lincoln MKZ Reserve,"$30,500","26,104 mi.",White Platinum Tri-Coat Metallic,Cappuccino,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5E94LR619433,2023-04-30 12:05:03.619520,Cars.com
2023 RAM 1500 Classic Tradesman,"$41,940",73 mi.,Bright White Clearcoat,Diesel Gray / Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,3C6RR7KG9PG555087,2023-04-30 12:05:06.909258,Cars.com
2023 Lincoln Navigator L Black Label,"$113,575",10 mi.,Silver Metallic,–,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ3TG7PEL00796,2023-04-30 12:05:09.982086,Cars.com
2019 Lexus IS 300 Base,"$28,495","80,293 mi.",Atomic Silver,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHC81D26K5039123,2023-04-30 12:05:13.244655,Cars.com
2023 Buick Enclave Avenir,"$58,035",6 mi.,Ebony Twilight Metallic,Ebony,All-wheel Drive,Gasoline,–,3.6L V6 24V GDI DOHC,5GAEVCKW7PJ231767,2023-04-30 12:05:16.653719,Cars.com
2022 Ford F-150 XLT,"$55,480",–,White Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTFW1E55NKE84438,2023-04-30 12:05:23.378013,Cars.com
2023 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"$43,711",5 mi.,Deep Black Pearl Effect,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2HE2CA0PC210514,2023-04-30 12:05:26.223404,Cars.com
2012 Hyundai Sonata Hybrid Base,"$12,425","64,656 mi.",Blue Sky Metallic,Gray,Front-wheel Drive,Hybrid,6-Speed Automatic,2.4L I4 16V MPFI DOHC Hybrid,KMHEC4A42CA054898,2023-04-30 12:05:29.327509,Cars.com
2021 Nissan Rogue SV,"$25,537","54,357 mi.",Gun Metallic,Charcoal,All-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,5N1AT3BB9MC734101,2023-04-30 12:05:31.312016,Cars.com
2023 Mercedes-Benz EQS 450 Base 4MATIC,"$120,950",2 mi.,Alpine Gray,Black,All-wheel Drive,Electric,Automatic,Electric,4JGDM2EB7PA016238,2023-04-30 12:05:33.504164,Cars.com
2023 Kia Sportage LX,"$30,100",12 mi.,Snow White Pearl,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,KNDPUCAF1P7150482,2023-04-30 12:05:36.140755,Cars.com
2023 Mazda Mazda3 2.5 S Carbon Edition,"$31,155",4 mi.,Polymetal Gray Metallic,Red,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM1BPBLM4P1612477,2023-04-30 12:05:39.243760,Cars.com
2020 Mazda CX-5 Grand Touring,"$30,609","11,954 mi.",Eternal Blue Mica,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM6L1805538,2023-04-30 12:05:41.766583,Cars.com
2023 Volvo XC60 B5 Plus Bright Theme,"$56,285",9 mi.,Thunder Gray Metallic,Charcoal,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12RN3P1290272,2023-04-30 12:05:44.221583,Cars.com
2019 Audi Q8 Premium Plus,"$53,995","28,522 mi.",Orca Black Metallic,Okapi Brown,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1BVAF12KD021986,2023-04-30 12:05:47.936611,Cars.com
2023 Hyundai Santa Cruz 2.5T Limited,"$40,950","4,756 mi.",Phantom Black,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,5NTJEDAF4PH048714,2023-04-30 12:05:50.676836,Cars.com
2020 Porsche Macan S,"$52,191","33,826 mi.",Night Blue Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,WP1AB2A56LLB36350,2023-04-30 12:05:53.620647,Cars.com
2023 Jeep Wrangler Sport S,"$47,120",7 mi.,Silver Zynith Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1C4HJXDG6PW533218,2023-04-30 12:05:56.228082,Cars.com
2023 Chevrolet Equinox 1LT,"$31,035",0 mi.,Summit White,Jet Black,Front-wheel Drive,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXKEG0PS204860,2023-04-30 12:05:58.353810,Cars.com
2023 Chevrolet Colorado Z71,"$46,655",1 mi.,Sand Dune Metallic,Jet Black,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,1GCPTDEK2P1143432,2023-04-30 12:06:00.510699,Cars.com
2019 Audi Q8 3.0T Premium,"$51,683","47,712 mi.",Orca Black Metallic,Black,All-wheel Drive,Hybrid,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,WA1CVAF14KD005633,2023-04-30 12:06:04.628550,Cars.com
2023 Toyota RAV4 XLE,"$35,063",5 mi.,Lunar Rock,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV6PW367722,2023-04-30 12:06:07.169621,Cars.com
2023 Volkswagen Atlas 2.0T SE,"$42,377","2,035 mi.",Pure White,Beige,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2LP2CAXPC512011,2023-04-30 12:06:09.640348,Cars.com
2023 GMC Yukon Denali,"$87,430",1 mi.,Onyx Black,Jet Black,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,1GKS2DKL7PR353766,2023-04-30 12:06:11.682513,Cars.com
2023 GMC Yukon XL Denali,"$90,130",7 mi.,Onyx Black,Jet Black,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,1GKS2JKL3PR354539,2023-04-30 12:06:15.779201,Cars.com
2022 RAM 2500 Big Horn,"$69,500",10 mi.,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C6UR5ML6NG361462,2023-04-30 12:06:27.441904,Cars.com
2023 Lincoln Navigator L Reserve,"$108,245",5 mi.,Infinite Black Metallic,–,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ3LG0PEL07489,2023-04-30 12:06:29.572736,Cars.com
2022 Ford Escape SE,"$28,085",2 mi.,Blue Metallic,Dark Earth Gray,All-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,1FMCU9G63NUB79517,2023-04-30 12:06:33.713399,Cars.com
2023 Buick Envision AWD Preferred,"$36,585",5 mi.,White Frost Tricoat,Ebony w/Ebony Accents,All-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",LRBFZMR43PD066900,2023-04-30 12:06:36.276974,Cars.com
2023 BMW M550 i xDrive,"$95,845",10 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBA13BK05PCN45847,2023-04-30 12:06:39.794499,Cars.com
2023 Nissan Armada SL,"$58,695",–,Black,Charcoal,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,JN8AY2BB3P9830604,2023-04-30 12:06:43.378633,Cars.com
2017 Mercedes-Benz G-Class G 550,"$84,821","52,439 mi.",Black,–,All-wheel Drive,Gasoline,7-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDCYC3KF5HX265507,2023-04-30 12:06:45.926619,Cars.com
2020 Dodge Challenger GT,"$28,895","68,178 mi.",Octane Red Pearlcoat,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZKG5LH132885,2023-04-30 12:06:49.002500,Cars.com
2020 Audi Q8 55 Prestige,"$64,495","21,333 mi.",Glacier White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1FVAF12LD018685,2023-04-30 12:06:53.539043,Cars.com
2023 Volvo XC60 B5 Plus Bright Theme,"$50,107",0 mi.,Crystal White,Blond,All-wheel Drive,Gasoline,AWD,2.0L I4 16V GDI DOHC Turbo,YV4L12RN5P1278320,2023-04-30 12:06:56.423474,Cars.com
2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium R-Line,"$43,753","33,336 mi.",Pure White,Titan Black / Quarzit,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2FE2CA5MC221060,2023-04-30 12:06:59.387252,Cars.com
2019 Volkswagen Atlas 3.6L SE w/Technology,"$26,000","100,279 mi.",Deep Black Pearl Effect,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2UR2CA8KC568035,2023-04-30 12:07:02.346065,Cars.com
